SCHID,C0196,C0198,C0200,C0202,C0204,C0194,C0560,C0562,FR_LVEL,FR_SIZE,FR_URBAN,INVASIVE,C0190,C0284,C0288,C0308,SVINC08,FR_CATMN,FINALWGT,REPWGT1,REPWGT2,REPWGT3,REPWGT4,REPWGT5,REPWGT6,REPWGT7,REPWGT8,REPWGT9,REPWGT10,REPWGT11,REPWGT12,REPWGT13,REPWGT14,REPWGT15,REPWGT16,REPWGT17,REPWGT18,REPWGT19,REPWGT20,REPWGT21,REPWGT22,REPWGT23,REPWGT24,REPWGT25,REPWGT26,REPWGT27,REPWGT28,REPWGT29,REPWGT30,REPWGT31,REPWGT32,REPWGT33,REPWGT34,REPWGT35,REPWGT36,REPWGT37,REPWGT38,REPWGT39,REPWGT40,REPWGT41,REPWGT42,REPWGT43,REPWGT44,REPWGT45,REPWGT46,REPWGT47,REPWGT48,REPWGT49,REPWGT50,IC0110,IC0112,IC0114,IC0116,IC0120,IC0122,IC0124,IC0126,IC0128,IC0130,IC0132,IC0134,IC0136,IC0138,IC0140,IC0141,IC0142,IC0143,IC0144,IC0146,IC0148,IC0150,IC0152,IC0154,IC0156,IC0158,IC0160,IC0162,IC0164,IC0166,IC0168,IC0169,IC0170,IC0171,IC0172,IC0173,IC0174,IC0176,IC0178,IC0180,IC0182,IC0184,IC0186,IC0188,IC0190,IC0192,IC0194,IC0196,IC0198,IC0200,IC0202,IC0204,IC0206,IC0208,IC0210,IC0212,IC0214,IC0216,IC0218,IC0220,IC0222,IC0224,IC0226,IC0228,IC0230,IC0244,IC0246,IC0248,IC0250,IC0252,IC0254,IC0256,IC0258,IC0260,IC0262,IC0264,IC0266,IC0268,IC0270,IC0272,IC0274,IC0276,IC0280,IC0282,IC0284,IC0286,IC0288,IC0290,IC0292,IC0294,IC0296,IC0298,IC0300,IC0302,IC0304,IC0306,IC0308,IC0374,IC0376,IC0378,IC0380,IC0382,IC0384,IC0386,IC0388,IC0390,IC0392,IC0394,IC0396,IC0398,IC0400,IC0402,IC0404,IC0406,IC0408,IC0410,IC0412,IC0414,IC0416,IC0418,IC0420,IC0422,IC0424,IC0426,IC0428,IC0430,IC0432,IC0434,IC0436,IC0438,IC0440,IC0442,IC0444,IC0446,IC0448,IC0450,IC0452,IC0454,IC0456,IC0508,IC0510,IC0512,IC0514,IC0516,IC0518,IC0520,IC0526,IC0528,IC0532,IC0534,IC0536,IC0538,IC0540,IC0542,IC0544,IC0546,IC0556,IC0558,IC0560,IC0562,IC0568,IC0570,IC0572,C0116,C0120,C0124,C0126
2444,2,2,2,2,1,2,3,3,2,2,4,1,1,2,3,2,1.0,3.0,19.95216135271993,20.208249370227797,20.22248438781336,20.301032462980594,20.409900997360165,20.305370802445484,20.219749595099906,20.277496975522006,20.268738858882447,20.318992456584624,20.208383264311795,20.460032286185125,20.42735495955082,20.063962985140066,20.40262703173625,20.35701191732951,20.061566098698584,20.332157927042232,20.186759371218557,20.213191957943362,20.591733583583316,20.536385645751032,20.44578370893935,20.078802397397382,20.458644442830263,20.45265851544081,20.204895404694998,20.460295882754753,20.3492752761081,20.12802806688799,20.491537253677485,20.421706924329857,20.330255496651784,0.0,20.14875311794578,20.093507616578844,20.272928331421166,20.2864655374878,20.49053301457324,20.545161379433008,20.311204665288088,20.305479781215485,20.48066950811246,20.528209062699155,20.529650490758538,20.67195524708214,20.741342084952567,20.63219527618018,20.592799079630527,20.269854924941818,20.517134159659246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
2446,3,2,1,1,1,2,1,1,1,2,1,0,1,2,1,2,0.0,4.0,93.32211334609738,95.84935638766457,94.3665241871339,94.73871276040406,95.32540786438241,94.9791506206016,97.10382788537972,93.68593826640891,96.37342414360174,96.06387165896531,96.41993523856391,95.1471146854308,93.97856972534213,95.10103297252029,95.25072028370397,94.59009963851636,94.48027157424994,95.5488080831002,95.59896277751372,94.45227126080113,94.80081508053296,95.42947396495858,95.23770264725034,94.84945141701738,95.35198472882944,93.9269875580277,95.8025685027896,95.66480578093523,94.78280315097362,95.7408996467348,95.92054390039587,94.97721021710434,95.5443591941075,94.23705231181373,95.62166392400019,94.56562446577641,96.10650832770882,95.61576365742032,95.7564868451972,94.17754019572476,96.40174000001883,95.36103831267229,96.02000039302268,95.85226252151193,96.53119454577889,0.0,95.0229352223511,95.27175579217672,95.09350999035675,93.20939455056437,94.49522934922943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2448,4,4,3,1,1,2,3,3,2,3,3,1,1,3,3,2,0.0,2.0,16.457437934301016,16.77290179120791,16.746146911662315,16.737792968958978,16.763498991904054,16.679393255604552,16.712254025490996,16.869564893105817,16.770921073547495,0.0,16.997546595603932,16.61322419846314,16.798125209088585,16.679889145447902,16.8935058832482,16.490205149864344,16.822424809957646,16.98518691417114,17.14272498060761,16.695584975647186,16.687770346884964,16.57235871350005,16.832959856190218,16.82616423734566,16.942244277366687,16.931688966056758,16.924271194195015,16.808543080639353,16.867134784537235,16.905032250066846,16.662671598071668,16.817744820309446,16.695457044877827,16.860202286828667,16.852919872871873,16.865039466216935,16.73206497080189,16.669910436771314,16.87531616836161,16.763906034059968,16.941321110154874,16.92534177039955,16.802467766865444,16.883763110691852,16.680034242598865,16.71083648762012,16.738511874689408,16.66231659693091,16.713594243227288,16.770478089603973,16.878502127335786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
2449,3,3,2,1,1,2,3,3,4,3,3,0,2,2,2,2,0.0,1.0,40.86596120108549,41.44897257975627,40.81253227209221,40.69131887667755,40.121586867546554,40.465606773291206,41.431674110759914,54.05720633683671,40.437588589978496,40.963285384650135,41.11492998002,40.88379725406868,39.894214422092915,40.52135084565055,40.823929912846154,40.15959592354198,40.75530850714235,40.57689040081913,40.31171450875881,40.29582537564185,40.50779885578391,40.29185288850338,41.64831336673516,41.72921442545807,38.492798122605656,41.842891144259575,40.96958579057487,41.178541285555006,41.519832140293346,44.418598897621955,40.72911062444942,0.0,44.122694698963265,43.586475875309,44.19713127940449,44.3077996642163,44.48748505433955,40.562565566096104,40.777792727516086,40.73864484583186,41.79782773775048,41.42898416057981,40.64523493845107,41.17995209650228,40.70170010761727,41.4223491727966,41.51316909063265,41.64483789585062,46.63139433916683,46.86771894557158,41.379021154872525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2450,4,5,3,2,2,2,2,2,2,3,2,1,1,3,3,2,0.0,3.0,16.017388778224756,16.48780059258877,16.45864998613105,16.473016149775564,16.486420936195746,16.330272097452106,16.37239358205768,16.379463349527022,16.40389634101302,16.39522678151499,16.55086820086702,16.41755752710935,16.252372106637765,16.358103069283835,16.422951537467956,16.263252994907695,16.216388829612182,16.43006915669479,16.391720037385443,16.384082939781415,16.33881485830307,16.359859514315403,16.257735275950473,16.316684395168927,16.21959634830823,16.22298889810852,16.412371067595046,16.386717388881085,16.485388730245184,16.409692246444187,16.29109916266151,16.329647794293226,0.0,16.313702701087486,16.32627124899769,16.243014761620465,16.361330133332675,16.27508627716315,16.246943080660724,16.123540785628673,16.420609998546194,16.33198072662903,16.282927093866203,16.321054816655572,16.350364721371687,16.234221209295935,16.238592948270117,16.431907047157637,16.450318396265267,16.34414100920321,16.10285866635931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
2453,2,3,4,1,2,2,2,3,3,4,4,1,1,3,2,2,0.0,3.0,9.311078123157838,9.542845051727348,9.464310897875341,9.425092318352288,0.0,9.54406419072456,9.511982061394011,9.68003641165064,9.385765027075028,9.470729969180377,9.38260682393764,9.451136009170263,9.406881285434123,9.405360369552037,9.460445190572175,9.384764367481395,9.409031424153126,9.575877878953797,9.550624862160033,9.532865339277494,9.4367999975133,9.432110899871175,9.394675477470907,9.480943836052539,9.434121787669405,9.474377580467657,9.528688663527204,9.560788262535414,9.474856027602744,9.472007978616798,9.444181533194916,9.545934243982227,9.372630314665372,9.458960552240155,9.466977008641141,9.457360213734379,9.47134526104254,9.606036443673815,9.583630946033757,9.56573966070243,9.541490576250524,9.56865905049058,9.723573431021924,9.625507492565172,9.547748045708852,9.509123471166834,9.596895135352918,9.599524729430701,9.533685983548507,9.49322833395054,9.612804602770474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0
2454,3,3,2,1,1,2,3,3,3,1,4,1,1,3,2,2,0.0,1.0,31.1671269023325,32.0583298851228,31.839973225965778,31.3681880940698,31.81573919089166,31.80386274195718,32.06861490943596,31.85965390672995,32.168805354202775,32.41149867115232,32.01311416111741,32.0103025535374,32.2030783086457,31.99740034209606,31.430869446950116,32.04576084810961,32.131597682906126,31.725751567118298,32.113827255845514,32.05102928518983,31.547831628538002,31.77861464844385,31.88316226200311,31.84691824678891,32.140828936702555,31.774660954223428,31.835280143536625,31.940454073737094,30.82246019301695,31.829846491484656,31.639504891517305,31.782399907960635,31.605986091958016,31.838351887324524,31.671267292149302,31.68778919735908,31.852726879888706,31.895005488488984,31.817101812726143,31.528488323688222,31.06787914898369,0.0,31.920730740330796,31.906982991001566,31.86729996055664,31.818667259712687,31.073680050068706,31.540624540423735,32.21886438718223,31.475653179892685,31.618543767781873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,11.0,13.0,2.0,2.0,1.0,2.0
2455,3,3,2,1,2,2,3,3,1,2,4,0,2,3,3,2,0.0,3.0,84.4154845324189,85.41997222340439,85.58370805111399,85.53481773738525,84.8833369006679,86.98061575916485,87.10643517534653,86.21615141994018,86.50582548998045,85.62368856987689,86.96885029903476,86.7787025555991,84.776187301222,85.91287351500027,84.70403116406122,85.0683945171512,85.50883584651991,85.12452175789325,85.78325643141454,84.47253510197187,85.8911250729145,86.35777175813499,86.47459501785507,84.23347574753542,86.30503144318698,83.94686076365917,85.88210437990706,84.70912184122702,86.19984648586762,87.03288102746814,87.22301682716092,87.41164263038425,86.96756540682749,86.94765574912952,87.10771157854187,86.27263699480628,87.01200354689321,86.6535804190151,87.39522617363443,86.61343999747162,86.83417128806339,87.11463002397343,86.90656006789557,86.17165595948995,86.32615457074336,86.70065929870717,85.92189186687939,86.65666571486419,86.30610932429681,86.18942880401762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2456,1,1,1,5,2,2,3,3,3,4,2,1,1,3,2,2,0.0,2.0,9.797339276191632,9.913235642247061,10.033251186776106,9.93816646945375,9.839991247847447,9.924920803894214,10.003443504707814,9.918057472180761,10.100287750160952,9.956741073208617,10.07330139377835,10.089361227099218,9.93176154013299,10.102986820000972,10.018035860908142,9.961208948492764,10.026899358539598,10.016432998041306,10.010541492373745,9.901060131893091,0.0,9.939207662279026,10.116541355199656,10.04365330306013,10.11219643884103,10.18048620767423,10.139207538738052,10.057856047359415,10.04797410008472,10.063892310342062,10.031309153067825,9.983497799395865,9.843515102705924,9.922815847294975,9.966758293236508,10.00583294224299,10.041654759991387,9.999560726581391,9.865582802234957,9.936089024787679,10.019671266275967,9.922789926141336,10.021383807278387,9.978961504060319,10.048678057788765,9.990451634919433,9.938726637421608,10.040496481137591,9.932924738008042,9.966983961710207,9.957612990672308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
2457,3,2,3,1,1,2,3,3,2,3,2,0,2,3,3,2,0.0,1.0,13.688767229680275,0.0,13.961979816748736,13.929945926983452,13.980375788847853,13.958517719072159,14.036575672425085,13.892634847858856,13.822359627963106,14.108631212297306,14.081055792925596,13.978281145232119,14.078606896739485,14.169902589716607,14.0059803923513,13.843000720948128,13.87889918521509,14.005581093936431,14.089852808370106,13.879496913922159,14.121283390606132,14.003784626172736,13.971469848538923,13.970306169273721,13.996325231058734,14.048464094687764,14.070588681642974,13.913565658825313,14.067762720976068,13.867993266711894,13.877894184903628,13.979581070435566,13.921174190612875,13.956747711087733,14.018366846576678,13.945431984989861,14.010278923016587,13.8585242784464,13.81589628115391,13.832407553558607,13.805588591175296,13.875314270419553,13.957776923717356,14.134925760391017,14.137948474496925,14.084344813318577,13.97188456544919,13.791390462072766,13.76122966659555,14.00889410551897,13.904687025503696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
2459,4,3,2,1,2,2,2,1,3,3,1,1,1,2,2,1,6.0,4.0,12.058306303098218,12.476621215953823,12.347153189317444,12.50596823155208,12.561672131704327,12.316415493555432,12.380208973046951,12.221522173769191,12.548701270426982,12.32779820132872,12.420035123556934,12.25241000281933,12.415114946157663,12.295401003092856,12.418289404011341,12.486134312051288,12.359080440492853,12.258100473814917,12.232952240642161,12.268347166440101,12.21415415896593,12.417704582983339,12.169540017367488,12.133935564029201,12.180846864246883,12.236494947173464,12.218289585049334,0.0,12.411301935645685,12.287071908516982,12.200432749787925,12.279989727732984,12.164350844637708,12.171420371447267,12.193693770555017,12.293886771160066,12.321893827053966,12.227009949568236,12.186621121556719,12.204387277812039,12.26748153214656,12.135059789176346,12.107277224160583,12.181158747657712,12.25992320925529,12.337290242260044,12.331363054185507,12.316316584639168,12.412240545124206,12.612091894623097,12.424184948943502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
